max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,Year_of_Release,artist,category,designer,expansion,publisher,average_rating,users_rated,principal_category,secondary_category,other_category,WeightedAverage
5,30,10,2,30,Goldener Drache,30,1992,Dewa Waworka,"Fantasy,Racing",Wolfgang Riedesser,no,F.X. Schmid,5.72656,96,Fantasy,Racing,,6.270032628729905
6,30,10,3,30,The Big Cheese,30,1998,"James Ernest,Carol Monahan","Animals,Card Game,Print & Play","James Ernest,Jon Wilkie",no,"Cheapass Games,New Games Order, LLC,Red Glove",5.88454,454,Animals,Card Game,Print & Play,6.141269231365853
4,90,10,2,90,Cartel,90,1973,"Robert Fisher,The Design Organization,Robert Zingmark,Al Zygier",Economic,Phil Orbanes Sr.,no,"Gamut of Games,Grow Jogos e Brinquedos",6.93382,158,Economic,,,6.508713140916449
6,60,13,2,60,Blue Max,60,1983,"Thierry Monter,Steve Venters","Aviation / Flight,Wargame,World War I","Phil Hall,John Harshman",no,"Diseños Orbitales,GDW Games,Oriflam,Stratelibri",7.10924,724,Aviation / Flight,Wargame,World War I,6.809051835558026
2,60,10,2,60,The Reef,60,2000,Claus Stephan,Card Game,"Christine Lehmann,Wolfgang A. Lehmann",no,"KOSMOS,Rio Grande Games",5.69996,684,Card Game,,,5.984765478651203
5,60,10,3,60,Eschnapur,60,2000,Franz Vohwinkel,Exploration,Reinhard Staupe,no,Schmidt Spiele,5.72727,194,Exploration,,,6.193487127842973
6,180,12,1,180,Silverton,180,1991,Ted Rose,"American West,Economic,Trains,Transportation","Dori Smith,Phillip John Smith",yes,"Mayfair Games,Two Wolf",7.08763,929,American West,Economic,"Trains,Transportation",6.838067149561248
6,30,18,3,30,True Colors,30,1989,(Uncredited),"Deduction,Humor,Party Game",Jean Tarrade,no,"Grand V,Jumbo,Milton Bradley,Piatnik,Pressman Toy Corp.,Tactic",6.00105,381,Deduction,Humor,Party Game,6.21292819151308
8,60,8,3,60,6-Tage Rennen,60,1986,unknown,"Racing,Sports",Walter Toncar,no,Holtmann VIP,6.89286,232,Racing,Sports,,6.5387065665615065
6,60,10,2,60,Mush,60,1994,unknown,Racing,Alan R. Moon,no,White Wind,5.83739,111,Racing,,,6.276824839153885
4,210,12,2,210,Axis & Allies: Europe,210,1999,unknown,"Wargame,World War II","Larry Harris, Jr.",yes,Avalon Hill (Hasbro),6.50872,2240,Wargame,World War II,,6.484205287125191
4,30,8,2,30,Desperados,30,1990,"Charlie Bink,Howard David Johnson","American West,Card Game",Reiner Knizia,no,"Avalanche Press Ltd.,Eagle-Gryphon Games,Hexagames (I)",5.53492,309,American West,Card Game,,6.053745323514244
5,45,12,3,45,Pisa,45,1999,unknown,Card Game,Günter Burkhardt,no,Adlung-Spiele,6.30721,104,Card Game,,,6.362813785965271
2,30,7,2,30,Abalone,30,1987,"Michel Lalet,Laurent Levi",Abstract Strategy,"Michel Lalet,Laurent Levi",yes,"Abalone Games,abalone s.a.,Abstract Games (magazine),Asmodee,Brio AB,Carrom Art,Creative Crafthouse,FoxMind,Galoob,Goliath B.V.,Hasbro,Jumbo,Ludens Spirit,Mitra,Oficina do Aprendiz,Oliphante,Parker Brothers,Parker Spiele,Piatnik,REBEL.pl,Schmidt International,Schmidt Spiele,Tactic,University Games,Week End Games",6.42826,4593,Abstract Strategy,,,6.422970325294134
2,60,9,2,30,GIPF,60,1997,"Kris Burm,lu'cifer",Abstract Strategy,Kris Burm,yes,"Don & Co.,HUCH! & friends,Ísöld ehf.,REBEL.pl,Rio Grande Games,Schmidt Spiele,Smart Toys and Games, Inc.",7.11612,2304,Abstract Strategy,,,6.983855266306357
2,60,9,2,30,ZÈRTZ,60,1999,"Kris Burm,lu'cifer",Abstract Strategy,Kris Burm,yes,"Don & Co.,HUCH! & friends,REBEL.pl,Rio Grande Games,Schmidt Spiele,Smart Toys and Games, Inc.",7.30703,3255,Abstract Strategy,,,7.182842166903602
6,60,10,2,60,Entenrallye,60,1988,Wolfgang Steinmeyer,Racing,Walter Müller,no,Walter Müller's Spielewerkstatt,5.71818,66,Racing,,,6.297861425305695
5,60,10,3,60,Merchants of Amsterdam,60,2000,unknown,"Economic,Real-time,Renaissance",Reiner Knizia,no,"Jumbo,Rio Grande Games",6.73194,1434,Economic,Real-time,Renaissance,6.639499300270437
6,30,7,2,30,Labyrinth: The Card Game,30,2000,"Andreas Härlin,Joachim Krause","Card Game,Fantasy,Maze",Max J. Kobbert,no,Ravensburger Spieleverlag GmbH,5.53712,1041,Card Game,Fantasy,Maze,5.808781055628178
6,45,10,3,45,N.Y. Chase,45,1999,"KniffDesign,Marc Posch","Deduction,Transportation",Projekt Team III,no,"Grow Jogos e Brinquedos,Hasbro,Ravensburger Spieleverlag GmbH",6.43521,486,Deduction,Transportation,,6.4043628262910985
4,30,10,3,30,Power Barons,30,1986,unknown,Card Game,(Uncredited),no,Milton Bradley,5.39224,165,Card Game,,,6.130690656726351
8,60,8,4,60,Visionary,60,1997,Ron Dubren,"Action / Dexterity,Party Game",Ron Dubren,no,"Damm / Egmont,Kärnan,Kirjalito,La otra jugueteria,Schmidt Spiele",6.49163,203,Action / Dexterity,Party Game,,6.408236951241854
6,60,10,3,60,Manager,60,1991,unknown,Economic,"Burkhardt Münchhagen,Peter Pfeifer,Waltraud Pfeifer",no,"Hexagames (I),Noris Spiele",6.38866,119,Economic,,,6.377124760457227
6,90,10,2,90,Dampfross,90,1979,Frank Pfeifer,"Racing,Trains",David G. Watts,yes,"Alga,Bütehorn Spiele,Laurin Verlag,Schmidt Spiele",6.32102,664,Racing,Trains,,6.343940693061017
4,45,10,2,45,Sisimizi,45,1996,unknown,"Abstract Strategy,Animals",Alex Randolph,no,Editrice Giochi,6.3048,198,Abstract Strategy,Animals,,6.3546419580559075
12,120,10,2,120,Das Motorsportspiel,120,1995,unknown,"Racing,Real-time,Sports","Peter Steinke,Martin Wieland",no,Professional Motor Sports Games,7.47279,346,Racing,Real-time,Sports,6.82361114269861
10,45,12,4,45,Democrazy,45,2000,Gérard Mathieu,"Card Game,Party Game",Bruno Faidutti,no,Descartes Editeur,5.50497,1071,Card Game,Party Game,,5.781675720383848
12,60,10,2,60,Kaleidos,60,1994,"Marianna Fulvi,Kenji Paolo,Elena Prette",Party Game,"Spartaco Albertarelli,Marianna Fulvi,Elena Prette,Angelo Zucca",yes,"CMON Limited,Cocktail Games,Competo / Marektoy,Diset S. A.,Editrice Giochi,Heidelberger Spieleverlag,KaleidosGames,Oliphante,Vennerød Forlag AS,Ystari Games",6.74532,571,Party Game,,,6.572145104316549
6,120,10,2,120,Buck Rogers: Battle for the 25th Century Game,120,1988,unknown,"Comic Book / Strip,Movies / TV / Radio theme,Science Fiction,Wargame",Jeff Grubb,yes,TSR,6.41815,712,Comic Book / Strip,Movies / TV / Radio theme,"Science Fiction,Wargame",6.4000928108275765
4,60,12,3,60,Barbarossa,60,1988,"Anders Jeppsson,Anke Pohl,Marion Pott,Thilo Rick,Bernd Wagenfeld","Deduction,Fantasy,Humor,Party Game,Word Game",Klaus Teuber,no,"Alga,ASS Altenburger Spielkarten,Catan GmbH,dV Giochi,KOSMOS,Mayfair Games,New Games Order, LLC,Rio Grande Games",6.41039,1242,Deduction,Fantasy,"Humor,Party Game,Word Game",6.400053999266948
2,45,10,2,45,Battle Cry,45,2000,"Richard Borg,Scott Hill","American Civil War,Wargame",Richard Borg,no,"Avalon Hill (Hasbro),Wizards of the Coast",7.16677,3200,American Civil War,Wargame,,7.059690185600816
5,120,14,3,120,Bus,120,1999,"Herman Haverkort,Tamara Jannink,Joris Wiersinga",Transportation,"Jeroen Doumen,Joris Wiersinga",no,Splotter Spellen,6.8486,653,Transportation,,,6.642953587791
5,60,13,2,60,Chez Geek,60,1999,"Alain H. Dawson,Jack Elmy,John Kovalic,Philip Reed",Card Game,Jon Darbro,yes,"Edge Entertainment,LocWorks,Pegasus Spiele,Raven Distribution,Steve Jackson Games,Ubik",5.74057,3871,Card Game,,,5.813071644182801
5,120,12,2,120,La Città,120,2000,Claus Stephan,"City Building,Civilization,Renaissance,Territory Building",Gerd Fenchel,no,"999 Games,ABACUSSPIELE,KOSMOS,Rio Grande Games,Tilsit",7.09621,4643,City Building,Civilization,"Renaissance,Territory Building",7.026033971752485
5,100,12,2,75,The Princes of Florence,100,2000,"Arnaud Demaegd,Eckhard Freytag,Wolfgang Kramer,Richard Ulrich,Franz Vohwinkel","City Building,Renaissance","Wolfgang Kramer,Richard Ulrich,Jens Christopher Ulrich",yes,"alea,Ravensburger Spieleverlag GmbH,Excalibur (Board Game),Korea Boardgames co., Ltd.,Lacerta,Nexus,Pro Ludo,Quined Games,Quined White Goblin Games,Rio Grande Games,Wargames Club Publishing,Ystari Games",7.59407,13115,City Building,Renaissance,,7.549277835969375
6,20,8,2,20,7 Safari,20,2000,Oliver Freudenreich,"Animals,Card Game,Children's Game",David Parlett,no,"AMIGO Spiel + Freizeit GmbH,Gamewright,Rio Grande Games",5.38043,92,Animals,Card Game,Children's Game,6.219914268113215
4,30,9,2,30,Laguna,30,2000,Franz Vohwinkel,Puzzle,Bernhard Weber,no,Queen Games,5.86189,125,Puzzle,,,6.271881498756837
6,80,12,3,80,Der weiße Lotus,80,2000,Claus Stephan,"Medieval,Negotiation",Martin Wallace,no,TM Spiele,6.17457,208,Medieval,Negotiation,,6.315678314580541
6,30,8,2,30,Metro,30,1997,"Dirk Henn,Barbara Henn,Franz Vohwinkel",Trains,Dirk Henn,no,"Queen Games,db-Spiele,G3,Überplay",6.36559,4608,Trains,,,6.366450353704586
6,90,9,3,90,Flußpiraten,90,1990,Wolfgang Steinmeyer,"Nautical,Negotiation,Pirates","Walter Müller,Klaus Zoch",no,Walter Müller's Spielewerkstatt,6.09549,89,Nautical,Negotiation,Pirates,6.332238194775932
4,60,10,2,60,Silberzwerg,60,2000,Franz Vohwinkel,Economic,"Gerd Deininger,Andreas Michaelis",no,Queen Games,6.41595,384,Economic,,,6.3924372021753655
15,90,0,4,90,Doolittle & Waite,90,1986,unknown,"Bluffing,Card Game,Negotiation",(Uncredited),no,Inward Games,6.21793,87,Bluffing,Card Game,Negotiation,6.351191817245355
7,60,10,2,60,Die Seidenstraße,60,1998,unknown,Racing,Hartmut Kommerell,no,Schmidt Spiele,5.39241,79,Racing,,,6.240397369124393
4,60,10,3,60,Port Royal,60,2000,Franz Vohwinkel,Card Game,Wolfgang Panning,no,Queen Games,6.16327,113,Card Game,,,6.33546361618764
5,90,12,3,90,Wongar,90,2000,Franz Vohwinkel,Prehistoric,"Richard Borg,Alan R. Moon",no,Goldsieber Spiele,6.32718,389,Prehistoric,,,6.353726329272242
10,45,8,2,45,Rage,45,1983,Oliver Freudenreich,Card Game,(Uncredited),no,"999 Games,AMIGO Spiel + Freizeit GmbH,Borras Plana S.A.,Canada Games,Fundex,Gibsons Games,Grow Jogos e Brinquedos,Ideal,International Games,Mattel,POOF-Slinky,Ventura Games,Waddington's Games, Inc.",6.18028,1374,Card Game,,,6.232067452893822
4,30,8,2,20,Maestro,30,1989,Rudi Hoffmann,Music,Rudi Hoffmann,no,"Casper,Hans im Glück Verlags-GmbH",5.85216,162,Music,,,6.246585508645051
6,60,10,3,60,Papua,60,1992,Andreas Steiner,Racing,Thilo Hutzler,no,"Huki,Parker Brothers",6.10845,71,Racing,,,6.341312848901968
8,60,8,2,30,Battle Cattle,60,1996,"Colin Adams,Andy Hopp","Animals,Fighting,Humor,Miniatures,Science Fiction,Wargame","Aldo Ghiozzi,W. Jason Peck,Matt Stipicevich",no,"Oberon Games,Steve Jackson Games,Wingnut Games",5.42319,69,Animals,Fighting,"Humor,Miniatures,Science Fiction,Wargame",6.259033034662607
6,60,8,3,60,Grand Prix,60,1975,unknown,"Abstract Strategy,Racing",K. von Rudloff,no,"Buchclub,Majora,Ravensburger Spieleverlag GmbH",6.2725,80,Abstract Strategy,Racing,,6.360327046074179
6,30,8,3,30,Formel Fun,30,1991,Franz-Josef Schulte,"Card Game,Racing",Terry Goodchild,no,"Fiendish Games,franjos Spieleverlag,Lambourne Games",6.41113,284,Card Game,Racing,,6.3876921004120195
6,30,10,3,30,Das Kollier,30,2000,unknown,"Card Game,Economic",André Frobel,no,Schmidt Spiele,5.5339,59,Card Game,Economic,,6.285670459254067
10,90,10,4,90,Parts Unknown,90,1999,Michael O'Connor,"Economic,Horror",James Ernest,no,"Cheapass Games,Truant Spiele",5.93946,223,Economic,Horror,,6.240234117182606
6,90,12,2,90,Tile Chess,90,1999,unknown,Abstract Strategy,Jason Wittman,no,Steve Jackson Games,5.93413,225,Abstract Strategy,,,6.237750257548998
4,20,10,2,20,Kardinal,20,2000,unknown,Abstract Strategy,Wolfgang Panning,no,Holzinsel,6.675,112,Abstract Strategy,,,6.429394912946116
3,60,12,2,60,Up Front,60,1983,"Charles Kibler,Rodger B. MacGowan","Card Game,Wargame,World War II",Courtney F. Allen,yes,"Avalon Hill,Hobby Japan,Wizards of the Coast",7.83799,1865,Card Game,Wargame,World War II,7.528558577895569
4,60,10,2,60,Wiz-War,60,1983,"Tom Jolly,Phil Morrissey",Fantasy,Tom Jolly,yes,"(Web published),Chessex,Jolly Games",6.90275,1527,Fantasy,,,6.772416841007906
6,45,8,2,45,Mille Bornes,45,1954,"Hergé,Pierre Praquin","Card Game,Racing",Edmond Dujardin,no,"AS Manufacturas,Asmodee,Desyllas Games,Dujardin,Editions Edmond Dujardin,Editrice Giochi,F.X. Schmid,Fundex,Gibsons Games,Grimaud,Hasbro,Heraclio Fournier,Hola Colina S.A. Colombia,Kirjalito,Litas Spil,Litor,Nilco S.A.,Parker Brothers,Piatnik,Play Value USA,Schmidt Spiele,TF1 Games,Tomy,Waddington's Games, Inc.,Winning Moves Games (USA),Yetem S.A.",5.67488,5740,Card Game,Racing,,5.730929629282535
5,60,9,2,60,Favoriten,60,1989,Wolfgang Steinmeyer,Racing,Walter Müller,no,Walter Müller's Spielewerkstatt,6.38804,158,Racing,,,6.377659584685445
7,45,10,3,30,Sleuth,45,1971,"Shannon Crutchfield,Paul Herbert","Card Game,Deduction",Sid Sackson,no,"3M,Avalon Hill,Eagle-Gryphon Games,Face2Face Games,Kärnan,Schmidt France,Schmidt Spiele",6.89221,2209,Card Game,Deduction,,6.79663402610669
6,60,10,3,60,Escape from Elba,60,1999,John Kovalic,"Fighting,Racing,Word Game",James Ernest,no,Cheapass Games,5.42468,154,Fighting,Racing,Word Game,6.150749857374653
6,60,10,3,60,Die Weinhändler,60,2000,Marcel-André Casasola Merkle,unknown,Dominique Ehrhard,no,Piatnik,5.06339,56,,,,6.24233727827882
8,60,10,4,60,Career Poker,60,1988,(Uncredited),Card Game,"Klaus Grähnke,Brian Walker",no,"Fun Connection,Heidelberger Spieleverlag,Hexagames (I),Nürnberger-Spielkarten-Verlag,Salagames",6.57831,189,Card Game,,,6.430319704968103
6,120,16,3,120,Putsch,120,1998,Reinhard Horst,Political,Heiko Wiese,no,Queen Games,5.51987,78,Political,,,6.2590649597284145
5,30,10,2,30,Banana Republic,30,1993,Doris Matthäus,"Bluffing,Card Game","Doris Matthäus,Frank Nestel",no,Doris & Frank,5.33636,154,Bluffing,Card Game,,6.1299527931544695
2,5,10,2,5,Pico 2,5,1997,Doris Matthäus,Card Game,"Doris Matthäus,Frank Nestel",no,Doris & Frank,5.89776,263,Card Game,,,6.210092485875522
6,90,10,3,90,Honor of the Samurai,90,1996,"Alexander Farquharson,Barbara Spelger","Card Game,Medieval",Scott Kimball,no,"AMIGO Spiel + Freizeit GmbH,Corfix,Gamewright",5.90247,753,Card Game,Medieval,,6.0907818010558845
4,60,8,2,60,Siesta,60,1999,unknown,Abstract Strategy,Guido Hoffmann,no,"Goldsieber Spiele,Rio Grande Games",6.30286,280,Abstract Strategy,,,6.348705752209004
6,45,10,2,45,Knights of the Rainbow,45,1999,Ron Zalme,"Card Game,Wargame","Alan R. Moon,Aaron Weissblum",no,F.X. Schmid,4.77344,64,Card Game,Wargame,,6.192712494189758
2,30,5,2,30,Kippit,30,1999,"Arrnold Reisse,Franz-Josef Schulte",Action / Dexterity,Torsten Marold,no,"FoxMind,franjos Spieleverlag",5.95943,140,Action / Dexterity,,,6.283609198004724
2,15,8,2,15,Overboard,15,1978,unknown,Abstract Strategy,Alex Randolph,no,"Lakeside,Ravensburger Spieleverlag GmbH",5.58393,56,Abstract Strategy,,,6.294765767487452
2,5,7,2,5,Rubik's Race,5,1982,unknown,"Puzzle,Racing,Real-time","Erno Rubik,Marvin A. Silbermintz",no,"Arxon,Estrela,Éveil & Jeux,Green Board Game Co.,Hasbro,Hilco Corporation,Ideal,Jumbo,MindWare,University Games",5.93199,274,Puzzle,Racing,Real-time,6.217771248996153
2,40,8,2,40,MLB Showdown,40,2000,unknown,"Card Game,Collectible Components,Sports","Charlie Bambino,Jim Lin,Bill Rose,Tom Wylie",no,Wizards of the Coast,6.12056,214,Card Game,Collectible Components,Sports,6.298304659275944
4,30,10,2,30,The Bottle Imp,30,1995,"Tom Agnetti,Günter Cornett,Carsten Fuhrmann",Card Game,Günter Cornett,no,"Bambus Spieleverlag,University Games,Z-Man Games",6.74224,2376,Card Game,,,6.678286483561552
2,120,12,2,120,We the People,120,1994,"Stephen Langmead,William B. T. Trego","Age of Reason,American Revolutionary War,Wargame",Mark Herman,yes,Avalon Hill,7.33241,1058,Age of Reason,American Revolutionary War,Wargame,7.024954728320298
0,60,13,4,60,25 Words or Less,60,1996,unknown,"Party Game,Word Game",Bruce Sterten,no,"Parker Brothers,Winning Moves Games (USA)",6.57136,469,Party Game,Word Game,,6.469718809827682
8,30,10,2,30,Change!,30,1999,Brian Snoddy,Card Game,"James Ernest,Brian Snoddy",no,Cheapass Games,5.29784,162,Card Game,,,6.110936203509098
6,90,12,2,90,Swashbuckler,90,1980,Rodger B. MacGowan,"Fighting,Renaissance","T. O'Neill,S. Craig Taylor",no,Yaquinto,6.90013,225,Fighting,Renaissance,,6.537543360997274
4,15,8,2,15,Quoridor,15,1997,unknown,"Abstract Strategy,Maze",Mirko Marchesi,no,"Family Games, Inc.,FoxMind Israel,Fundex,Gigamic,Great American Trading Company,Ludens Spirit,Marks & Spencer,Mitra,Oficina do Aprendiz,Smart Chick",6.69271,4271,Abstract Strategy,Maze,,6.659349003714739
6,45,8,2,45,Business,45,1998,unknown,Economic,Sid Sackson,no,Relaxx,6.14306,72,Economic,,,6.345262249515775
6,240,12,2,240,War and Peace,240,1980,Denis Dighton,"Napoleonic,Wargame",Mark McLaughlin,no,Avalon Hill,6.65409,918,Napoleonic,Wargame,,6.55546142928281
4,20,8,2,20,Q-Turn,20,1999,Alison Frane,"Abstract Strategy,Puzzle",Andrew Looney,no,Looney Labs,5.02936,157,Abstract Strategy,Puzzle,,6.05296682910658
4,70,10,2,70,Daytona 500,70,1990,unknown,"Card Game,Racing,Sports",Wolfgang Kramer,no,Milton Bradley,7.14886,947,Card Game,Racing,Sports,6.8812440267609
6,30,8,3,30,Cloud 9,30,1999,"John Kovalic,Albert Lemant,Cathleen Quinn-Kinney","Aviation / Flight,Bluffing,Card Game",Aaron Weissblum,no,"F.X. Schmid,Out of the Box Publishing",6.47126,2051,Aviation / Flight,Bluffing,Card Game,6.452271245285388
8,60,10,3,60,Elixir,60,1997,"Bernard Bittler,Christophe Swal","Action / Dexterity,Card Game,Fantasy,Humor","Sylvie Barc,Frédéric Leygonie,Juan Rodriguez",yes,"Asmodee,Cutting Edge Games,Kaissa Chess & Games,Mayfair Games",5.52579,906,Action / Dexterity,Card Game,"Fantasy,Humor",5.82756431488124
6,30,8,2,30,River Dragons,30,2000,"Pierô,Guillaume Rohmer,Cyril Saint Blancat","Abstract Strategy,Racing",Roberto Fraga,no,"Matagot,Asmodee,Asterion Press,Descartes Editeur,Egmont Polska,Eurogames,Swan Panasia Co., Ltd.",6.46149,2499,Abstract Strategy,Racing,,6.4469667211480575
6,20,8,3,20,Formula Motor Racing,20,1995,"Niklas Böwer,Rodger B. MacGowan","Card Game,Dice,Racing",Reiner Knizia,no,"Egmont Polska,Gibsons Games,GMT Games,Die Spiegelburg",6.39899,1702,Card Game,Dice,Racing,6.393401756005006
12,20,8,2,20,Stock Car Championship Racing Card Game,20,1995,unknown,"Card Game,Racing,Sports","Michael Garton,John McLaughlin",yes,McGartlin Motorsport Design,6.81936,213,Card Game,Racing,Sports,6.50731187478685
2,30,12,2,30,Hera and Zeus,30,2000,Franz Vohwinkel,"Bluffing,Card Game,Mythology",Richard Borg,no,"999 Games,Kaissa Chess & Games,KOSMOS,Rio Grande Games",6.52656,3021,Bluffing,Card Game,Mythology,6.504949573053969
4,480,9,1,480,American Megafauna,480,1997,Phil Eklund,"Animals,Environmental,Prehistoric",Phil Eklund,yes,Sierra Madre Games,7.00869,328,Animals,Environmental,Prehistoric,6.6256521820326375
8,90,10,2,90,Deadlands: Doomtown Range Wars,90,2000,unknown,"American West,Collectible Components,Fantasy","Tom Jolly,Christian T. Petersen",no,Fantasy Flight Games,6.31705,132,American West,Collectible Components,Fantasy,6.362405516966809
4,30,12,2,30,Shipwrecked,30,2000,John Kovalic,Card Game,"Matthew Kirby,Mark Alan Osterhaus",no,Out of the Box Publishing,5.69112,408,Card Game,,,6.067364148373374
4,60,8,2,60,Bosworth,60,1998,John Kovalic,Abstract Strategy,Mark Alan Osterhaus,no,"Alga,Brio AB,Out of the Box Publishing",5.82544,338,Abstract Strategy,,,6.1529694590966875
6,30,8,2,30,Pirate's Plunder,30,2000,unknown,"Card Game,Dice,Pirates","Tray Green,Dawn Payn",no,Hillary's Toy Box,4.58859,64,Card Game,Dice,Pirates,6.1717366076649345
5,30,12,2,30,Mystick Domination,30,2000,unknown,Card Game,Eric M. Lang,no,Anoch Game Systems,6.4951,102,Card Game,,,6.394833698875454
6,90,10,3,90,Thieves of Bagdad,90,1999,"Greg Cervall,Thierry Masson,Thierry Ségur","Arabian,Bluffing",Francis Pacherie,no,"Clash of Arms Games,Tilsit",6.02897,107,Arabian,Bluffing,,6.313491724420138
100,60,12,2,60,Fairy Meat,60,2000,unknown,"Miniatures,Wargame",Scott Leaton,yes,Kenzer and Company,5.91274,84,Miniatures,Wargame,,6.307979189594218
5,20,8,2,20,Zero,20,1998,Ernst Solèr,Card Game,Reiner Knizia,no,"AG Müller (AGMüller),ASYNCRON games,Berliner Spielkarten,Blue Orange Games,HomoLudicus,Trefl Joker Line",6.4188,474,Card Game,,,6.395996803617067
6,20,8,2,20,Shit!,20,1996,Jürgen Martens,Card Game,Reinhard Staupe,no,Adlung-Spiele,5.48129,101,Card Game,,,6.224292806527493
5,60,14,2,60,Castle,60,2000,Emmanuel Roudier,"Card Game,Medieval","Bruno Faidutti,Serge Laget",no,"Descartes Editeur,Eurogames,Heidelberger Spieleverlag,Hobby World",6.11521,1542,Card Game,Medieval,,6.178669689874154
8,30,8,3,30,Münchhausen,30,1996,Franz Vohwinkel,"Bluffing,Card Game,Fantasy",Thomas Schneider Axmann,no,ABACUSSPIELE,5.83728,114,Bluffing,Card Game,Fantasy,6.274657339939778
5,15,10,3,15,Riffifi,15,2000,Klaus Pōkel,Card Game,Stefan Dorra,no,Winning Moves Germany,5.96609,87,Card Game,,,6.313866297654213
5,45,10,3,45,Where's Bob's Hat?,45,1990,Franz Vohwinkel,Card Game,Alan R. Moon,no,"ABACUSSPIELE,Piatnik,Rio Grande Games",6.22062,377,Card Game,,,6.308282128532524
4,10,6,2,10,Quackshot,10,1995,unknown,"Action / Dexterity,Children's Game,Electronic,Real-time",(Uncredited),no,"Crown & Andrews Ltd.,Goliath B.V.,Holdsworth Thos & Sons,Spear's Games,Tomy",6.86743,70,Action / Dexterity,Children's Game,"Electronic,Real-time",6.4349294503912695
5,30,10,3,30,Sternenhimmel,30,1995,Thomas Kley,Bluffing,Tom Schoeps,yes,Goldsieber Spiele,6.5774,310,Bluffing,,,6.4520786255839795
6,30,0,2,30,Plague & Pestilence,30,1993,Paul Dale,"Card Game,Medieval","Tray Green,Dawn Payn",no,"Chessex,Hillary's Toy Box",6.12509,627,Card Game,Medieval,,6.235688657252017
2,120,12,1,120,Starship Troopers,120,1976,"George Goebel,Richard Hamblen,Looking Glass Photographics,Emily March,Randall C. Reed","Novel-based,Science Fiction,Wargame",Randall C. Reed,yes,Avalon Hill,6.45814,1031,Novel-based,Science Fiction,Wargame,6.430785125227318
2,240,12,2,240,Bull Run,240,1983,"Dale Sheaffer,Chris White (I)","American Civil War,Wargame",Richard Hamblen,no,Avalon Hill,6.21137,175,American Civil War,Wargame,,6.332117684034109
6,120,12,2,120,Star Traders,120,1987,"Mark Chandler,Frank Kelly Freas,C. Bradford Gorby,Denis Loubet","Economic,Science Fiction",David Ladyman,no,"Laurin Verlag,Steve Jackson Games",6.30658,190,Economic,Science Fiction,,6.355709980758005
4,120,10,1,120,J.U.M.P. Into the Unknown,120,1999,Alan Gutierrez,"Science Fiction,Wargame","Edward Niecikowski,David M. Niecikowski",yes,Evil Polish Brothers,5.26289,97,Science Fiction,Wargame,,6.19378562265163
2,45,12,2,45,4th Dimension,45,1979,unknown,"Abstract Strategy,Science Fiction","John A. Ball,Ray Carew,Keith Warburton",no,"(Self-Published),TSR",5.26027,73,Abstract Strategy,Science Fiction,,6.232442228137912
8,20,12,3,20,Would You Rather...?,20,1998,unknown,Party Game,"(Uncredited),Randall Horn",no,"Alga,Lagoon Games,Spin Master Ltd.,Zobmondo!! Entertainment LLC",4.41952,543,Party Game,,,5.356652969053714
6,60,12,1,60,Minion Hunter,60,1992,Larry Elmore,"Horror,Science Fiction",Lester Smith,yes,GDW Games,6.11295,183,Horror,Science Fiction,,6.304333143079098
2,20,6,2,20,Quarto,20,1991,unknown,Abstract Strategy,Blaise Muller,no,"Back Alley Games,Family Games, Inc.,Fundex,G3,Gigamic,Great American Trading Company,Identity Games International B.V.,Mitra,Oficina do Aprendiz,Pressman Toy Corp.",6.81715,3791,Abstract Strategy,,,6.765557058196929
6,30,8,2,30,Monopoly: The Card Game,30,2000,unknown,"Card Game,Economic,Negotiation",Phil Orbanes Sr.,no,"Competo / Marektoy,Nilco S.A.,Nordic Games GmbH,Top Cards,Winning Moves Games (USA)",5.5495,522,Card Game,Economic,Negotiation,5.953061337302371
4,60,10,3,60,Dr. Jekyll & Mr. Hyde,60,1997,"Carsten Fuhrmann,Robert Korschofski,Wolfgang Werner","Bluffing,Card Game",Wolfgang Werner,no,"Bambus Spieleverlag,Plenary Games",6.78882,376,Bluffing,Card Game,,6.552267130962355
4,60,12,2,60,Cabale,60,1999,unknown,Abstract Strategy,Roland Siegers,no,"Goldsieber Spiele,Rio Grande Games",6.20643,140,Abstract Strategy,,,6.337640448004724
2,240,12,2,240,Manchu,240,1988,unknown,Wargame,Richard H. Berg,no,3W (World Wide Wargames),5.78095,63,Wargame,,,6.307974310342848
2,120,12,2,120,Singapore,120,1984,"Ivor M. Janci,Dave LaForce,Jerry Tiritilli","Wargame,World War II","Charles T. Kamps,David James Ritchie",no,TSR,6.29078,77,Wargame,World War II,,6.363223131235743
5,60,10,3,60,Timbuktu,60,1993,Jo Hartwig,"Deduction,Economic",Dirk Henn,no,"Queen Games,db-Spiele",6.69874,1599,Deduction,Economic,,6.6214744862901505
7,150,12,2,150,Wizard Kings,150,2000,"Laryn Bakker,Edward Beard, Jr.,Heather Bruton,Joel Burslem,Nicole Cardiff,Christopher Moeller,Joe Veen","Fantasy,Wargame","Tom Dalgliesh,Grant Dalgliesh",yes,"Columbia Games,Tilsit",6.70615,1093,Fantasy,Wargame,,6.602016093360342
2,30,0,2,30,Fibonacci,30,1992,unknown,Abstract Strategy,Thomas Naylor,no,Thomas Naylor and Associates,6.33246,57,Abstract Strategy,,,6.370089599143669
